"time";"max_level";"identifier"
"2000-02-13 00:00:00";91;"06296"
"2000-02-12 00:00:00";96;"06296"
"2000-02-16 00:00:00";91;"06296"
"2000-02-16 00:00:00";112;"06027"
"2000-02-15 00:00:00";90;"06296"
"2000-02-15 00:00:00";45;"05805"
"2000-02-16 00:00:00";-131;"05012"
"2000-02-12 00:00:00";-120;"05012"
"2000-02-10 00:00:00";13;"06022"
"2000-02-12 00:00:00";53;"05805"
"2000-02-16 00:00:00";-207;"05024"
"2010-03-10 00:00:00";47;"05805"
"2010-03-05 00:00:00";-56;"05012"
"2010-03-06 00:00:00";79;"06296"
"2010-03-06 00:00:00";50;"05805"
"2010-03-08 00:00:00";-56;"05012"
"2010-03-05 00:00:00";193;"05004"
"2010-03-06 00:00:00";-56;"05012"
"2010-03-04 00:00:00";194;"05004"
"2010-03-04 00:00:00";85;"06005"
"2010-03-10 00:00:00";83;"06296"
"2010-03-05 00:00:00";10;"06022"
"2010-03-06 00:00:00";10;"06022"
"2010-03-04 00:00:00";12;"06022"
"2010-03-09 00:00:00";-56;"05012"
"2010-03-09 00:00:00";193;"05004"
"2010-03-04 00:00:00";82;"06296"
"2010-03-06 00:00:00";85;"06005"
"2010-03-04 00:00:00";-54;"05012"
"2010-03-06 00:00:00";238;"06027"
"2010-03-07 00:00:00";10;"06022"
"2010-03-07 00:00:00";82;"06296"
"2010-03-10 00:00:00";-163;"05024"
"2010-03-08 00:00:00";85;"06005"
"2010-03-05 00:00:00";53;"05805"
"2010-03-06 00:00:00";-161;"05024"
"2010-03-10 00:00:00";230;"06027"
"2010-03-07 00:00:00";239;"06027"
"2010-03-05 00:00:00";-160;"05024"
"2010-03-10 00:00:00";193;"05004"
"2010-03-08 00:00:00";-164;"05024"
"2010-03-08 00:00:00";193;"05004"
"2010-03-09 00:00:00";-162;"05024"
"2010-03-07 00:00:00";-163;"05024"
"2010-03-07 00:00:00";-56;"05012"
"2010-03-06 00:00:00";193;"05004"
"2010-03-05 00:00:00";80;"06296"
"2010-03-09 00:00:00";83;"06296"
"2010-03-09 00:00:00";46;"05805"
"2010-03-09 00:00:00";10;"06022"
"2010-03-08 00:00:00";82;"06296"
"2010-03-10 00:00:00";85;"06005"
"2010-03-04 00:00:00";-158;"05024"
"2010-03-10 00:00:00";9;"06022"
"2010-03-10 00:00:00";-54;"05012"
"2010-03-05 00:00:00";240;"06027"
"2010-03-05 00:00:00";85;"06005"
"2010-03-08 00:00:00";236;"06027"
"2010-03-08 00:00:00";47;"05805"
"2010-03-07 00:00:00";85;"06005"
"2010-03-07 00:00:00";193;"05004"
"2010-03-07 00:00:00";48;"05805"
"2010-03-04 00:00:00";59;"05805"
"2010-03-09 00:00:00";232;"06027"
"2010-03-04 00:00:00";241;"06027"
"2010-03-09 00:00:00";85;"06005"
"2010-03-08 00:00:00";11;"06022"
"2002-04-03 00:00:00";-47;"06022"
"2002-03-28 00:00:00";53;"06005"
"2002-04-03 00:00:00";65;"06005"
"2002-03-28 00:00:00";32;"06296"
"2002-03-29 00:00:00";-57;"06022"
"2002-04-01 00:00:00";55;"05805"
"2002-03-31 00:00:00";-283;"05024"
"2002-03-31 00:00:00";29;"06296"
"2002-03-28 00:00:00";-56;"06022"
"2002-03-30 00:00:00";53;"05805"
"2002-03-28 00:00:00";-288;"05024"
"2002-04-03 00:00:00";48;"06027"
"2002-03-30 00:00:00";57;"06005"
"2002-04-03 00:00:00";68;"05805"
"2002-03-30 00:00:00";38;"06296"
"2002-04-03 00:00:00";64;"05004"
"2002-03-28 00:00:00";48;"05004"
"2002-03-28 00:00:00";-208;"05012"
"2002-03-31 00:00:00";45;"06027"
"2002-04-02 00:00:00";39;"06296"
"2002-04-02 00:00:00";62;"05004"
"2002-03-29 00:00:00";-286;"05024"
"2002-03-29 00:00:00";51;"05004"
"2002-04-02 00:00:00";50;"06027"
"2002-04-01 00:00:00";58;"06005"
"2002-04-01 00:00:00";-184;"05012"
"2002-03-29 00:00:00";51;"05805"
"2002-04-01 00:00:00";59;"05004"
"2002-03-30 00:00:00";-199;"05012"
"2002-04-01 00:00:00";33;"06296"
"2002-03-30 00:00:00";54;"05004"
"2002-03-31 00:00:00";57;"06005"
"2002-03-28 00:00:00";47;"06027"
"2002-04-02 00:00:00";66;"05805"
"2002-03-29 00:00:00";54;"06005"
"2002-03-31 00:00:00";56;"05004"
"2002-04-03 00:00:00";-171;"05012"
"2002-03-31 00:00:00";-60;"06022"
"2002-03-29 00:00:00";-204;"05012"
"2002-03-30 00:00:00";-56;"06022"
"2002-03-28 00:00:00";58;"05805"
"2002-03-31 00:00:00";51;"05805"
"2002-03-29 00:00:00";38;"06296"
"2002-04-02 00:00:00";64;"06005"
"2002-04-03 00:00:00";47;"06296"
"2002-04-01 00:00:00";-282;"05024"
"2002-04-01 00:00:00";-56;"06022"
"2002-04-02 00:00:00";-174;"05012"
"2002-03-29 00:00:00";44;"06027"
"2002-03-30 00:00:00";-285;"05024"
"2002-03-30 00:00:00";43;"06027"
"2002-04-03 00:00:00";-277;"05024"
"2002-04-01 00:00:00";49;"06027"
"2002-04-02 00:00:00";-52;"06022"
"2002-04-02 00:00:00";-279;"05024"
"2002-03-31 00:00:00";-191;"05012"
"2017-02-07 00:00:00";30;"06022"
"2017-02-08 00:00:00";28;"06022"
"2017-02-02 00:00:00";45;"06022"
"2017-02-04 00:00:00";48;"06005"
"2017-02-04 00:00:00";108;"06296"
"2017-02-03 00:00:00";112;"06296"
"2017-02-08 00:00:00";234;"06027"
"2017-02-06 00:00:00";32;"06022"
"2017-02-06 00:00:00";234;"06027"
"2017-02-07 00:00:00";75;"05805"
"2017-02-03 00:00:00";21;"05012"
"2017-02-03 00:00:00";40;"06022"
"2017-02-05 00:00:00";37;"05024"
"2017-02-04 00:00:00";243;"06027"
"2017-02-05 00:00:00";34;"06022"
"2017-02-04 00:00:00";251;"05004"
"2017-02-03 00:00:00";43;"05024"
"2017-02-08 00:00:00";48;"06005"
"2017-02-08 00:00:00";10;"05012"
"2017-02-08 00:00:00";79;"05805"
"2017-02-02 00:00:00";254;"06027"
"2017-02-07 00:00:00";48;"06005"
"2017-02-05 00:00:00";106;"06296"
"2017-02-06 00:00:00";14;"05012"
"2017-02-07 00:00:00";101;"06296"
"2017-02-05 00:00:00";16;"05012"
"2017-02-05 00:00:00";249;"05004"
"2017-02-08 00:00:00";99;"06296"
"2017-02-03 00:00:00";254;"05004"
"2017-02-02 00:00:00";47;"05024"
"2017-02-02 00:00:00";48;"06005"
"2017-02-07 00:00:00";244;"05004"
"2017-02-06 00:00:00";48;"06005"
"2017-02-04 00:00:00";40;"05024"
"2017-02-08 00:00:00";239;"05004"
"2017-02-07 00:00:00";31;"05024"
"2017-02-05 00:00:00";234;"06027"
"2017-02-02 00:00:00";71;"05805"
"2017-02-05 00:00:00";48;"06005"
"2017-02-02 00:00:00";23;"05012"
"2017-02-06 00:00:00";247;"05004"
"2017-02-03 00:00:00";249;"06027"
"2017-02-02 00:00:00";259;"05004"
"2017-02-03 00:00:00";65;"05805"
"2017-02-06 00:00:00";34;"05024"
"2017-02-04 00:00:00";68;"05805"
"2017-02-07 00:00:00";234;"06027"
"2017-02-02 00:00:00";117;"06296"
"2017-02-06 00:00:00";103;"06296"
"2017-02-08 00:00:00";27;"05024"
"2017-02-05 00:00:00";70;"05805"
"2017-02-06 00:00:00";75;"05805"
"2017-02-03 00:00:00";48;"06005"
"2017-02-04 00:00:00";18;"05012"
"2017-02-04 00:00:00";36;"06022"
"2017-02-07 00:00:00";13;"05012"
"2016-02-15 00:00:00";20;"06296"
"2016-02-16 00:00:00";57;"05805"
"2016-02-11 00:00:00";189;"06027"
"2016-02-13 00:00:00";151;"05004"
"2016-02-13 00:00:00";-46;"06022"
"2016-02-11 00:00:00";-118;"05012"
"2016-02-16 00:00:00";19;"06296"
"2016-02-13 00:00:00";41;"06005"
"2016-02-13 00:00:00";-119;"05012"
"2016-02-17 00:00:00";148;"05004"
"2016-02-13 00:00:00";17;"06296"
"2016-02-11 00:00:00";152;"05004"
"2016-02-12 00:00:00";78;"05805"
"2016-02-16 00:00:00";-121;"05024"
"2016-02-17 00:00:00";187;"06027"
"2016-02-14 00:00:00";-119;"05024"
"2016-02-14 00:00:00";150;"05004"
"2016-02-12 00:00:00";-118;"05012"
"2016-02-15 00:00:00";56;"05805"
"2016-02-11 00:00:00";40;"06005"
"2016-02-13 00:00:00";189;"06027"
"2016-02-13 00:00:00";75;"05805"
"2016-02-14 00:00:00";-46;"06022"
"2016-02-17 00:00:00";-122;"05024"
"2016-02-14 00:00:00";41;"06005"
"2016-02-16 00:00:00";-47;"06022"
"2016-02-12 00:00:00";40;"06005"
"2016-02-12 00:00:00";151;"05004"
"2016-02-11 00:00:00";17;"06296"
"2016-02-15 00:00:00";188;"06027"
"2016-02-11 00:00:00";-113;"05024"
"2016-02-15 00:00:00";41;"06005"
"2016-02-15 00:00:00";-47;"06022"
"2016-02-14 00:00:00";65;"05805"
"2016-02-14 00:00:00";188;"06027"
"2016-02-11 00:00:00";-43;"06022"
"2016-02-12 00:00:00";16;"06296"
"2016-02-17 00:00:00";40;"06005"
"2016-02-13 00:00:00";-117;"05024"
"2016-02-11 00:00:00";75;"05805"
"2016-02-12 00:00:00";189;"06027"
"2016-02-15 00:00:00";-120;"05024"
"2016-02-16 00:00:00";-123;"05012"
"2016-02-15 00:00:00";-121;"05012"
"2016-02-17 00:00:00";-123;"05012"
"2016-02-15 00:00:00";149;"05004"
"2016-02-17 00:00:00";-47;"06022"
"2016-02-12 00:00:00";-45;"06022"
"2016-02-14 00:00:00";-120;"05012"
"2016-02-17 00:00:00";18;"06296"
"2016-02-17 00:00:00";59;"05805"
"2016-02-16 00:00:00";40;"06005"
"2016-02-14 00:00:00";18;"06296"
"2016-02-16 00:00:00";187;"06027"
"2016-02-16 00:00:00";148;"05004"
"2016-02-12 00:00:00";-115;"05024"
"2010-03-25 00:00:00";8;"06022"
"2010-03-28 00:00:00";248;"06027"
"2010-03-30 00:00:00";92;"06296"
"2010-03-31 00:00:00";-70;"05012"
"2010-03-31 00:00:00";-175;"05024"
"2010-03-28 00:00:00";-176;"05024"
"2010-03-27 00:00:00";244;"06027"
"2010-03-29 00:00:00";5;"06022"
"2010-03-25 00:00:00";-175;"05024"
"2010-03-31 00:00:00";82;"06005"
"2010-03-26 00:00:00";-177;"05024"
"2010-03-30 00:00:00";82;"06005"
"2010-03-31 00:00:00";6;"06022"
"2010-03-29 00:00:00";50;"05805"
"2010-03-27 00:00:00";89;"06296"
"2010-03-25 00:00:00";91;"06296"
"2010-03-27 00:00:00";6;"06022"
"2010-03-26 00:00:00";236;"06027"
"2010-03-25 00:00:00";173;"05004"
"2010-03-26 00:00:00";6;"06022"
"2010-03-26 00:00:00";64;"05805"
"2010-03-28 00:00:00";173;"05004"
"2010-03-27 00:00:00";-70;"05012"
"2010-03-30 00:00:00";244;"06027"
"2010-03-25 00:00:00";231;"06027"
"2010-03-26 00:00:00";82;"06005"
"2010-03-30 00:00:00";173;"05004"
"2010-03-30 00:00:00";-175;"05024"
"2010-03-27 00:00:00";-176;"05024"
"2010-03-31 00:00:00";54;"05805"
"2010-03-26 00:00:00";173;"05004"
"2010-03-25 00:00:00";52;"05805"
"2010-03-28 00:00:00";5;"06022"
"2010-03-30 00:00:00";6;"06022"
"2010-03-31 00:00:00";236;"06027"
"2010-03-27 00:00:00";82;"06005"
"2010-03-25 00:00:00";82;"06005"
"2010-03-31 00:00:00";173;"05004"
"2010-03-30 00:00:00";-70;"05012"
"2010-03-26 00:00:00";91;"06296"
"2010-03-28 00:00:00";82;"06005"
"2010-03-29 00:00:00";82;"06005"
"2010-03-31 00:00:00";96;"06296"
"2010-03-29 00:00:00";249;"06027"
"2010-03-25 00:00:00";-70;"05012"
"2010-03-28 00:00:00";90;"06296"
"2010-03-29 00:00:00";173;"05004"
"2010-03-28 00:00:00";-70;"05012"
"2010-03-28 00:00:00";60;"05805"
"2010-03-27 00:00:00";173;"05004"
"2010-03-29 00:00:00";-70;"05012"
"2010-03-29 00:00:00";-175;"05024"
"2010-03-29 00:00:00";90;"06296"
"2010-03-27 00:00:00";59;"05805"
"2010-03-30 00:00:00";49;"05805"
"2010-03-26 00:00:00";-70;"05012"
"1997-02-13 00:00:00";38;"06005"
"1997-02-19 00:00:00";100;"06296"
"1997-02-15 00:00:00";125;"05004"
"1997-02-14 00:00:00";-149;"05012"
"1997-02-17 00:00:00";127;"05004"
"1997-02-13 00:00:00";125;"05004"
"1997-02-15 00:00:00";-151;"05012"
"1997-02-17 00:00:00";-155;"05012"
"1997-02-17 00:00:00";10;"06022"
"1997-02-18 00:00:00";-155;"05012"
"1997-02-17 00:00:00";101;"06296"
"1997-02-15 00:00:00";103;"06296"
"1997-02-18 00:00:00";11;"06022"
"1997-02-14 00:00:00";-186;"05024"
"1997-02-18 00:00:00";31;"05805"
"1997-02-15 00:00:00";36;"06005"
"1997-02-13 00:00:00";8;"06022"
"1997-02-14 00:00:00";103;"06296"
"1997-02-16 00:00:00";103;"06296"
"1997-02-13 00:00:00";-185;"05024"
"1997-02-17 00:00:00";-191;"05024"
"1997-02-19 00:00:00";-157;"05012"
"1997-02-13 00:00:00";102;"06296"
"1997-02-18 00:00:00";127;"05004"
"1997-02-14 00:00:00";51;"05805"
"1997-02-15 00:00:00";119;"06027"
"1997-02-14 00:00:00";7;"06022"
"1997-02-13 00:00:00";-148;"05012"
"1997-02-18 00:00:00";101;"06296"
"1997-02-14 00:00:00";125;"05004"
"1997-02-16 00:00:00";-190;"05024"
"1997-02-19 00:00:00";39;"05805"
"1997-02-13 00:00:00";115;"06027"
"1997-02-18 00:00:00";-192;"05024"
"1997-02-18 00:00:00";122;"06027"
"1997-02-19 00:00:00";36;"06005"
"1997-02-13 00:00:00";62;"05805"
"1997-02-19 00:00:00";6;"06022"
"1997-02-14 00:00:00";116;"06027"
"1997-02-16 00:00:00";125;"05004"
"1997-02-19 00:00:00";-194;"05024"
"1997-02-17 00:00:00";121;"06027"
"1997-02-18 00:00:00";36;"06005"
"1997-02-16 00:00:00";8;"06022"
"1997-02-15 00:00:00";53;"05805"
"1997-02-15 00:00:00";-188;"05024"
"1997-02-17 00:00:00";44;"05805"
"1997-02-19 00:00:00";124;"06027"
"1997-02-16 00:00:00";36;"06005"
"1997-02-16 00:00:00";121;"06027"
"1997-02-16 00:00:00";-153;"05012"
"1997-02-16 00:00:00";43;"05805"
"1997-02-19 00:00:00";127;"05004"
"1997-02-17 00:00:00";36;"06005"
"1997-02-15 00:00:00";6;"06022"
"1997-02-14 00:00:00";37;"06005"
"2007-02-01 00:00:00";5;"06022"
"2007-02-06 00:00:00";146;"06027"
"2007-02-03 00:00:00";15;"06022"
"2007-02-02 00:00:00";11;"06022"
"2007-02-04 00:00:00";65;"05805"
"2007-02-05 00:00:00";29;"06005"
"2007-02-04 00:00:00";144;"06027"
"2007-02-02 00:00:00";141;"06027"
"2007-02-02 00:00:00";29;"06005"
"2007-02-07 00:00:00";44;"05805"
"2007-02-07 00:00:00";92;"05004"
"2007-02-05 00:00:00";144;"06027"
"2007-02-03 00:00:00";29;"06005"
"2007-02-07 00:00:00";149;"06027"
"2007-02-04 00:00:00";-122;"05012"
"2007-02-01 00:00:00";100;"06296"
"2007-02-03 00:00:00";-187;"05024"
"2007-02-02 00:00:00";-117;"05012"
"2007-02-01 00:00:00";48;"05805"
"2007-02-06 00:00:00";-188;"05024"
"2007-02-06 00:00:00";-131;"05012"
"2007-02-04 00:00:00";93;"05004"
"2007-02-02 00:00:00";46;"05805"
"2007-02-05 00:00:00";-127;"05012"
"2007-02-03 00:00:00";96;"05004"
"2007-02-02 00:00:00";107;"06296"
"2007-02-06 00:00:00";15;"06022"
"2007-02-04 00:00:00";-187;"05024"
"2007-02-07 00:00:00";-134;"05012"
"2007-02-01 00:00:00";-112;"05012"
"2007-02-05 00:00:00";16;"06022"
"2007-02-05 00:00:00";-188;"05024"
"2007-02-06 00:00:00";111;"06296"
"2007-02-03 00:00:00";142;"06027"
"2007-02-07 00:00:00";29;"06005"
"2007-02-01 00:00:00";29;"06005"
"2007-02-05 00:00:00";115;"06296"
"2007-02-03 00:00:00";-120;"05012"
"2007-02-01 00:00:00";-185;"05024"
"2007-02-05 00:00:00";59;"05805"
"2007-02-02 00:00:00";99;"05004"
"2007-02-06 00:00:00";51;"05805"
"2007-02-06 00:00:00";29;"06005"
"2007-02-03 00:00:00";110;"06296"
"2007-02-07 00:00:00";107;"06296"
"2007-02-03 00:00:00";55;"05805"
"2007-02-01 00:00:00";104;"05004"
"2007-02-06 00:00:00";91;"05004"
"2007-02-07 00:00:00";-189;"05024"
"2007-02-07 00:00:00";10;"06022"
"2007-02-05 00:00:00";89;"05004"
"2007-02-04 00:00:00";29;"06005"
"2007-02-01 00:00:00";141;"06027"
"2007-02-04 00:00:00";112;"06296"
"2007-02-04 00:00:00";16;"06022"
"2007-02-02 00:00:00";-186;"05024"
"2005-03-05 00:00:00";61;"06296"
"2005-03-05 00:00:00";165;"06027"
"2005-03-09 00:00:00";156;"06027"
"2005-03-06 00:00:00";15;"06005"
"2005-03-07 00:00:00";-17;"06022"
"2005-03-06 00:00:00";61;"06296"
"2005-03-07 00:00:00";154;"06027"
"2005-03-04 00:00:00";46;"05805"
"2005-03-03 00:00:00";67;"06296"
"2005-03-08 00:00:00";-20;"06022"
"2005-03-06 00:00:00";49;"05805"
"2005-03-04 00:00:00";167;"06027"
"2005-03-09 00:00:00";-215;"05024"
"2005-03-07 00:00:00";15;"06005"
"2005-03-06 00:00:00";162;"06027"
"2005-03-07 00:00:00";91;"05004"
"2005-03-07 00:00:00";-155;"05012"
"2005-03-09 00:00:00";84;"05805"
"2005-03-09 00:00:00";-150;"05012"
"2005-03-04 00:00:00";-161;"05012"
"2005-03-04 00:00:00";-215;"05024"
"2005-03-08 00:00:00";15;"06005"
"2005-03-06 00:00:00";92;"05004"
"2005-03-09 00:00:00";90;"05004"
"2005-03-04 00:00:00";92;"05004"
"2005-03-08 00:00:00";154;"06027"
"2005-03-05 00:00:00";-216;"05024"
"2005-03-08 00:00:00";73;"05805"
"2005-03-05 00:00:00";45;"05805"
"2005-03-05 00:00:00";16;"06005"
"2005-03-04 00:00:00";-22;"06022"
"2005-03-08 00:00:00";53;"06296"
"2005-03-07 00:00:00";59;"05805"
"2005-03-08 00:00:00";91;"05004"
"2005-03-08 00:00:00";-217;"05024"
"2005-03-08 00:00:00";-152;"05012"
"2005-03-09 00:00:00";43;"06296"
"2005-03-07 00:00:00";63;"06296"
"2005-03-06 00:00:00";-217;"05024"
"2005-03-03 00:00:00";91;"05004"
"2005-03-06 00:00:00";-156;"05012"
"2005-03-09 00:00:00";14;"06005"
"2005-03-05 00:00:00";-159;"05012"
"2005-03-04 00:00:00";19;"06005"
"2005-03-03 00:00:00";44;"05805"
"2005-03-03 00:00:00";21;"06005"
"2005-03-06 00:00:00";-23;"06022"
"2005-03-03 00:00:00";165;"06027"
"2005-03-04 00:00:00";65;"06296"
"2005-03-03 00:00:00";-17;"06022"
"2005-03-03 00:00:00";-215;"05024"
"2005-03-03 00:00:00";-164;"05012"
"2005-03-05 00:00:00";92;"05004"
"2005-03-05 00:00:00";-22;"06022"
"2005-03-09 00:00:00";-25;"06022"
"2005-03-07 00:00:00";-218;"05024"
"2013-04-17 00:00:00";113;"06027"
"2013-04-16 00:00:00";53;"06005"
"2013-04-16 00:00:00";116;"06027"
"2013-04-16 00:00:00";97;"05805"
"2013-04-15 00:00:00";120;"06027"
"2013-04-13 00:00:00";-18;"05024"
"2013-04-11 00:00:00";151;"06027"
"2013-04-14 00:00:00";289;"05004"
"2013-04-13 00:00:00";99;"05805"
"2013-04-12 00:00:00";133;"06296"
"2013-04-17 00:00:00";326;"05004"
"2013-04-17 00:00:00";45;"06005"
"2013-04-12 00:00:00";257;"05004"
"2013-04-17 00:00:00";-1;"05024"
"2013-04-13 00:00:00";26;"05012"
"2013-04-13 00:00:00";271;"05004"
"2013-04-12 00:00:00";32;"06022"
"2013-04-11 00:00:00";131;"06296"
"2013-04-15 00:00:00";55;"05012"
"2013-04-16 00:00:00";24;"06022"
"2013-04-17 00:00:00";81;"05012"
"2013-04-14 00:00:00";126;"06027"
"2013-04-11 00:00:00";59;"06005"
"2013-04-15 00:00:00";115;"06296"
"2013-04-12 00:00:00";15;"05012"
"2013-04-14 00:00:00";120;"06296"
"2013-04-11 00:00:00";101;"05805"
"2013-04-16 00:00:00";67;"05012"
"2013-04-12 00:00:00";57;"06005"
"2013-04-16 00:00:00";122;"06296"
"2013-04-13 00:00:00";31;"06022"
"2013-04-13 00:00:00";131;"06027"
"2013-04-12 00:00:00";-18;"05024"
"2013-04-11 00:00:00";-18;"05024"
"2013-04-11 00:00:00";249;"05004"
"2013-04-12 00:00:00";138;"06027"
"2013-04-14 00:00:00";63;"06005"
"2013-04-15 00:00:00";-14;"05024"
"2013-04-15 00:00:00";20;"06022"
"2013-04-15 00:00:00";54;"06005"
"2013-04-11 00:00:00";7;"05012"
"2013-04-11 00:00:00";30;"06022"
"2013-04-13 00:00:00";62;"06005"
"2013-04-16 00:00:00";-9;"05024"
"2013-04-14 00:00:00";93;"05805"
"2013-04-12 00:00:00";105;"05805"
"2013-04-14 00:00:00";26;"06022"
"2013-04-14 00:00:00";-17;"05024"
"2013-04-17 00:00:00";128;"06296"
"2013-04-13 00:00:00";130;"06296"
"2013-04-15 00:00:00";303;"05004"
"2013-04-17 00:00:00";90;"05805"
"2013-04-14 00:00:00";43;"05012"
"2013-04-15 00:00:00";93;"05805"
"2013-04-16 00:00:00";315;"05004"
"2013-04-17 00:00:00";29;"06022"
"2002-01-03 00:00:00";42;"06296"
"2002-01-03 00:00:00";53;"05805"
"2002-01-04 00:00:00";-151;"05012"
"2002-01-07 00:00:00";41;"06027"
"2002-01-05 00:00:00";48;"06005"
"2002-01-06 00:00:00";-155;"05012"
"2002-01-09 00:00:00";66;"05004"
"2002-01-08 00:00:00";68;"05004"
"2002-01-03 00:00:00";-231;"05024"
"2002-01-09 00:00:00";-42;"06022"
"2002-01-09 00:00:00";-165;"05012"
"2002-01-03 00:00:00";48;"06005"
"2002-01-03 00:00:00";-30;"06022"
"2002-01-03 00:00:00";47;"06027"
"2002-01-04 00:00:00";75;"05004"
"2002-01-04 00:00:00";48;"06005"
"2002-01-09 00:00:00";35;"05805"
"2002-01-07 00:00:00";-235;"05024"
"2002-01-06 00:00:00";47;"06005"
"2002-01-04 00:00:00";-232;"05024"
"2002-01-07 00:00:00";26;"06296"
"2002-01-08 00:00:00";-162;"05012"
"2002-01-09 00:00:00";46;"06005"
"2002-01-05 00:00:00";-34;"06022"
"2002-01-06 00:00:00";29;"06296"
"2002-01-07 00:00:00";-37;"06022"
"2002-01-09 00:00:00";14;"06296"
"2002-01-09 00:00:00";33;"06027"
"2002-01-08 00:00:00";-41;"06022"
"2002-01-08 00:00:00";38;"05805"
"2002-01-05 00:00:00";-233;"05024"
"2002-01-05 00:00:00";49;"06027"
"2002-01-05 00:00:00";74;"05004"
"2002-01-04 00:00:00";55;"05805"
"2002-01-06 00:00:00";45;"06027"
"2002-01-07 00:00:00";-159;"05012"
"2002-01-04 00:00:00";50;"06027"
"2002-01-03 00:00:00";-150;"05012"
"2002-01-06 00:00:00";66;"05805"
"2002-01-07 00:00:00";46;"06005"
"2002-01-07 00:00:00";70;"05004"
"2002-01-08 00:00:00";46;"06005"
"2002-01-08 00:00:00";-236;"05024"
"2002-01-06 00:00:00";-37;"06022"
"2002-01-04 00:00:00";-33;"06022"
"2002-01-04 00:00:00";37;"06296"
"2002-01-05 00:00:00";33;"06296"
"2002-01-06 00:00:00";-234;"05024"
"2002-01-08 00:00:00";34;"06027"
"2002-01-05 00:00:00";-153;"05012"
"2002-01-03 00:00:00";76;"05004"
"2002-01-08 00:00:00";19;"06296"
"2002-01-06 00:00:00";72;"05004"
"2002-01-07 00:00:00";51;"05805"
"2002-01-05 00:00:00";63;"05805"
"2002-01-09 00:00:00";-238;"05024"
"2010-03-03 00:00:00";241;"06027"
"2010-02-26 00:00:00";85;"06296"
"2010-03-03 00:00:00";82;"06296"
"2010-03-02 00:00:00";196;"05004"
"2010-02-25 00:00:00";204;"05004"
"2010-03-01 00:00:00";244;"06027"
"2010-03-01 00:00:00";48;"05805"
"2010-02-26 00:00:00";87;"06005"
"2010-03-02 00:00:00";-159;"05024"
"2010-03-03 00:00:00";64;"05805"
"2010-03-01 00:00:00";83;"06296"
"2010-03-01 00:00:00";86;"06005"
"2010-03-02 00:00:00";13;"06022"
"2010-02-26 00:00:00";249;"06027"
"2010-03-03 00:00:00";-53;"05012"
"2010-02-28 00:00:00";202;"05004"
"2010-02-28 00:00:00";42;"05805"
"2010-02-27 00:00:00";16;"06022"
"2010-02-28 00:00:00";-158;"05024"
"2010-03-01 00:00:00";15;"06022"
"2010-02-27 00:00:00";-46;"05012"
"2010-02-26 00:00:00";204;"05004"
"2010-02-25 00:00:00";-42;"05012"
"2010-02-27 00:00:00";-157;"05024"
"2010-03-01 00:00:00";199;"05004"
"2010-02-26 00:00:00";17;"06022"
"2010-02-28 00:00:00";-48;"05012"
"2010-02-25 00:00:00";-154;"05024"
"2010-03-02 00:00:00";65;"05805"
"2010-02-27 00:00:00";244;"06027"
"2010-03-03 00:00:00";-158;"05024"
"2010-02-25 00:00:00";44;"05805"
"2010-03-03 00:00:00";12;"06022"
"2010-02-27 00:00:00";84;"06296"
"2010-02-25 00:00:00";88;"06005"
"2010-02-25 00:00:00";246;"06027"
"2010-02-25 00:00:00";86;"06296"
"2010-03-03 00:00:00";85;"06005"
"2010-02-27 00:00:00";47;"05805"
"2010-03-02 00:00:00";-51;"05012"
"2010-02-28 00:00:00";16;"06022"
"2010-02-27 00:00:00";87;"06005"
"2010-03-01 00:00:00";-159;"05024"
"2010-02-28 00:00:00";244;"06027"
"2010-02-28 00:00:00";86;"06005"
"2010-02-26 00:00:00";-43;"05012"
"2010-03-03 00:00:00";194;"05004"
"2010-02-28 00:00:00";85;"06296"
"2010-02-25 00:00:00";19;"06022"
"2010-03-02 00:00:00";86;"06005"
"2010-02-27 00:00:00";203;"05004"
"2010-02-26 00:00:00";47;"05805"
"2010-03-01 00:00:00";-49;"05012"
"2010-02-26 00:00:00";-155;"05024"
"2010-03-02 00:00:00";83;"06296"
"2010-03-02 00:00:00";239;"06027"
"2007-03-23 00:00:00";49;"05805"
"2007-03-27 00:00:00";31;"06005"
"2007-03-27 00:00:00";-7;"06022"
"2007-03-28 00:00:00";-213;"05024"
"2007-03-27 00:00:00";-214;"05024"
"2007-03-27 00:00:00";73;"05805"
"2007-03-28 00:00:00";70;"05805"
"2007-03-28 00:00:00";80;"06296"
"2007-03-22 00:00:00";85;"06296"
"2007-03-24 00:00:00";98;"05004"
"2007-03-22 00:00:00";-128;"05012"
"2007-03-23 00:00:00";-218;"05024"
"2007-03-23 00:00:00";-8;"06022"
"2007-03-23 00:00:00";84;"06296"
"2007-03-24 00:00:00";148;"06027"
"2007-03-25 00:00:00";99;"05004"
"2007-03-27 00:00:00";-123;"05012"
"2007-03-25 00:00:00";-217;"05024"
"2007-03-26 00:00:00";147;"06027"
"2007-03-22 00:00:00";100;"05004"
"2007-03-24 00:00:00";63;"05805"
"2007-03-25 00:00:00";75;"05805"
"2007-03-24 00:00:00";84;"06296"
"2007-03-24 00:00:00";32;"06005"
"2007-03-24 00:00:00";-7;"06022"
"2007-03-26 00:00:00";-216;"05024"
"2007-03-25 00:00:00";-5;"06022"
"2007-03-25 00:00:00";31;"06005"
"2007-03-26 00:00:00";78;"05805"
"2007-03-27 00:00:00";148;"06027"
